'大学ｺｰﾄﾞ,'学部ｺｰﾄﾞ,'学科ｺｰﾄﾞ,'日程ｺｰﾄﾞ,'方式ｺｰﾄﾞ,'小分類CD,'大学名,'学部名,'学科名,'日程,'入試方式,'小分類名,'募集単位,'県CD
'3527,'79,'02,'0,'0,'402,'愛知淑徳大　　,'食健康科,'食創造科学　,'　,'　　　,'食物・栄養,'1,'23
'3527,'83,'00,'0,'0,'455,'愛知淑徳大　　,'創造表現,'　　　　　　,'　,'　　　,'映像　　　,'0,'23
'3527,'83,'02,'0,'0,'458,'愛知淑徳大　　,'創造表現,'創造／創作表,'　,'　　　,'その他芸術,'1,'23
'3527,'83,'03,'0,'0,'455,'愛知淑徳大　　,'創造表現,'創造／メディ,'　,'　　　,'映像　　　,'1,'23
'3528,'37,'00,'0,'0,'105,'愛知みずほ大　,'人間科学,'　　　　　　,'　,'　　　,'心理学　　,'0,'23
'3528,'37,'04,'0,'0,'105,'愛知みずほ大　,'人間科学,'心身健康科学,'　,'　　　,'心理学　　,'1,'23
'3529,'01,'00,'0,'0,'106,'金城学院大　　,'文　　　,'　　　　　　,'　,'　　　,'文化学　　,'0,'23
'3529,'01,'01,'0,'0,'106,'金城学院大　　,'文　　　,'国際英語　　,'　,'　　　,'文化学　　,'1,'23
'3529,'01,'02,'0,'0,'101,'金城学院大　　,'文　　　,'日本語日本文,'　,'　　　,'日本文学　,'1,'23
'3529,'01,'05,'0,'0,'453,'金城学院大　　,'文　　　,'音楽芸術　　,'　,'　　　,'音楽　　　,'1,'23
'3529,'01,'06,'0,'0,'107,'金城学院大　　,'文　　　,'総合歴史　　,'　,'　　　,'西洋史　　,'1,'23
'3529,'19,'00,'0,'0,'222,'金城学院大　　,'経営　　,'　　　　　　,'　,'　　　,'経営学・商,'0,'23
'3529,'19,'01,'0,'0,'222,'金城学院大　　,'経営　　,'経営　　　　,'　,'　　　,'経営学・商,'1,'23
'3529,'37,'00,'0,'0,'105,'金城学院大　　,'人間科学,'　　　　　　,'　,'　　　,'心理学　　,'0,'23
'3529,'37,'01,'0,'0,'301,'金城学院大　　,'人間科学,'現代子ども教,'　,'　　　,'小学校　　,'1,'23
'3529,'37,'05,'0,'0,'105,'金城学院大　　,'人間科学,'多元心理　　,'　,'　　　,'心理学　　,'1,'23
'3529,'47,'00,'0,'0,'405,'金城学院大　　,'デザイン,'　　　　　　,'　,'　　　,'住居学　　,'0,'23
'3529,'47,'01,'0,'0,'405,'金城学院大　　,'デザイン,'建築デザイン,'　,'　　　,'住居学　　,'1,'23
'3529,'47,'02,'0,'0,'455,'金城学院大　　,'デザイン,'情報デザイン,'　,'　　　,'映像　　　,'1,'23
'3529,'61,'00,'0,'0,'621,'金城学院大　　,'薬　　　,'　　　　　　,'　,'　　　,'薬　　　　,'0,'23
'3529,'61,'01,'0,'0,'621,'金城学院大　　,'薬　　　,'薬　　　　　,'　,'　　　,'薬　　　　,'1,'23
'3529,'64,'00,'0,'0,'651,'金城学院大　　,'看護　　,'　　　　　　,'　,'　　　,'看護　　　,'0,'23
'3529,'64,'01,'0,'0,'651,'金城学院大　　,'看護　　,'看護　　　　,'　,'　　　,'看護　　　,'1,'23
'3529,'79,'00,'0,'0,'402,'金城学院大　　,'生活環境,'　　　　　　,'　,'　　　,'食物・栄養,'0,'23
'3529,'79,'05,'0,'0,'402,'金城学院大　　,'生活環境,'食環境栄養　,'　,'　　　,'食物・栄養,'1,'23
'3530,'08,'00,'0,'0,'151,'椙山女学園大　,'外国語　,'　　　　　　,'　,'　　　,'英米語　　,'0,'23
'3530,'08,'01,'0,'0,'151,'椙山女学園大　,'外国語　,'英語英米　　,'　,'　　　,'英米語　　,'1,'23
'3530,'08,'02,'0,'0,'261,'椙山女学園大　,'外国語　,'国際教養　　,'　,'　　　,'国際関係学,'1,'23
'3530,'21,'00,'0,'0,'202,'椙山女学園大　,'現代マネ,'　　　　　　,'　,'　　　,'政治学　　,'0,'23
'3530,'21,'01,'0,'0,'202,'椙山女学園大　,'現代マネ,'現代マネジメ,'　,'　　　,'政治学　　,'1,'23
'3530,'27,'00,'0,'0,'243,'椙山女学園大　,'情報社会,'　　　　　　,'　,'　　　,'観光学　　,'0,'23
'3530,'27,'01,'0,'0,'752,'椙山女学園大　,'情報社会,'情報デザイン,'　,'　　　,'総合情報学,'1,'23
'3530,'27,'02,'0,'0,'243,'椙山女学園大　,'情報社会,'現代社会　　,'　,'　　　,'観光学　　,'1,'23
'3530,'30,'00,'0,'0,'301,'椙山女学園大　,'教育　　,'　　　　　　,'　,'　　　,'小学校　　,'0,'23
'3530,'30,'02,'0,'0,'312,'椙山女学園大　,'教育　　,'子ど／保育初,'　,'　　　,'幼稚園　　,'1,'23
'3530,'30,'03,'0,'0,'301,'椙山女学園大　,'教育　　,'子ど／初等中,'　,'　　　,'小学校　　,'1,'23
'3530,'37,'00,'0,'0,'105,'椙山女学園大　,'人間関係,'　　　　　　,'　,'　　　,'心理学　　,'0,'23
'3530,'37,'05,'0,'0,'105,'椙山女学園大　,'人間関係,'心理　　　　,'　,'　　　,'心理学　　,'1,'23
'3530,'37,'06,'0,'0,'241,'椙山女学園大　,'人間関係,'人間共生　　,'　,'　　　,'社会学　　,'1,'23
'3530,'64,'00,'0,'0,'651,'椙山女学園大　,'看護　　,'　　　　　　,'　,'　　　,'看護　　　,'0,'23
'3530,'64,'01,'0,'0,'651,'椙山女学園大　,'看護　　,'看護　　　　,'　,'　　　,'看護　　　,'1,'23
'3530,'79,'00,'0,'0,'401,'椙山女学園大　,'生活科学,'　　　　　　,'　,'　　　,'生活科学　,'0,'23
'3530,'79,'01,'0,'0,'402,'椙山女学園大　,'生活科学,'管理栄養　　,'　,'　　　,'食物・栄養,'1,'23
'3530,'79,'02,'0,'0,'401,'椙山女学園大　,'生活科学,'生活環境デザ,'　,'　　　,'生活科学　,'1,'23
'3531,'37,'00,'0,'0,'223,'大同大　　　　,'情報　　,'　　　　　　,'　,'　　　,'経営情報学,'0,'23
'3531,'37,'18,'0,'0,'223,'大同大　　　　,'情報　　,'総合情報　　,'　,'　　　,'経営情報学,'1,'23
'3531,'37,'21,'0,'0,'553,'大同大　　　　,'情報　　,'情報システム,'　,'　　　,'情報工学　,'1,'23
'3531,'37,'22,'0,'0,'455,'大同大　　　　,'情報　　,'情報デザイン,'　,'　　　,'映像　　　,'1,'23
'3531,'46,'00,'0,'0,'551,'大同大　　　　,'工　　　,'　　　　　　,'　,'　　　,'機械工学　,'0,'23
'3531,'46,'02,'0,'0,'551,'大同大　　　　,'工　　　,'機械工　　　,'　,'　　　,'機械工学　,'1,'23
'3531,'46,'05,'0,'0,'552,'大同大　　　　,'工　　　,'電気電子工　,'　,'　　　,'電気・電子,'1,'23
'3531,'46,'20,'0,'0,'551,'大同大　　　　,'工　　　,'機械シス工　,'　,'　　　,'機械工学　,'1,'23
'3531,'47,'00,'0,'0,'554,'大同大　　　　,'建築　　,'　　　　　　,'　,'　　　,'建築・土木,'0,'23
'3531,'47,'01,'0,'0,'554,'大同大　　　　,'建築　　,'建築／建築　,'　,'　　　,'建築・土木,'1,'23
'3531,'47,'02,'0,'0,'405,'大同大　　　　,'建築　　,'建築／インテ,'　,'　　　,'住居学　　,'1,'23
'3531,'47,'03,'0,'0,'401,'大同大　　　　,'建築　　,'建築／かおり,'　,'　　　,'生活科学　,'1,'23
'3531,'47,'04,'0,'0,'554,'大同大　　　　,'建築　　,'建築／都市空,'　,'　　　,'建築・土木,'1,'23
'3532,'01,'00,'0,'0,'101,'中京大　　　　,'文　　　,'　　　　　　,'　,'　　　,'日本文学　,'0,'23
'3532,'01,'02,'0,'0,'101,'中京大　　　　,'文　　　,'日本文　　　,'　,'　　　,'日本文学　,'1,'23
'3532,'01,'04,'0,'0,'160,'中京大　　　　,'文　　　,'言語表現　　,'　,'　　　,'日本語　　,'1,'23
'3532,'01,'05,'0,'0,'109,'中京大　　　　,'文　　　,'歴史文化　　,'　,'　　　,'日本史　　,'1,'23
'3532,'03,'00,'0,'0,'105,'中京大　　　　,'心理　　,'　　　　　　,'　,'　　　,'心理学　　,'0,'23
'3532,'03,'01,'0,'0,'105,'中京大　　　　,'心理　　,'心理　　　　,'　,'　　　,'心理学　　,'1,'23
'3532,'12,'00,'0,'0,'201,'中京大　　　　,'法　　　,'　　　　　　,'　,'　　　,'法学　　　,'0,'23
'3532,'12,'01,'0,'0,'201,'中京大　　　　,'法　　　,'法律　　　　,'　,'　　　,'法学　　　,'1,'23
'3532,'13,'00,'0,'0,'202,'中京大　　　　,'総合政策,'　　　　　　,'　,'　　　,'政治学　　,'0,'23
'3532,'13,'01,'0,'0,'202,'中京大　　　　,'総合政策,'総合政策　　,'　,'　　　,'政治学　　,'1,'23
'3532,'18,'00,'0,'0,'202,'中京大　　　　,'経済　　,'　　　　　　,'　,'　　　,'政治学　　,'0,'23
'3532,'18,'01,'0,'0,'202,'中京大　　　　,'経済　　,'経済　　　　,'　,'　　　,'政治学　　,'1,'23
'3532,'19,'00,'0,'0,'222,'中京大　　　　,'経営　　,'　　　　　　,'　,'　　　,'経営学・商,'0,'23
'3532,'19,'01,'0,'0,'222,'中京大　　　　,'経営　　,'経営　　　　,'　,'　　　,'経営学・商,'1,'23
'3532,'27,'00,'0,'0,'241,'中京大　　　　,'現代社会,'　　　　　　,'　,'　　　,'社会学　　,'0,'23
'3532,'27,'02,'0,'0,'241,'中京大　　　　,'現代社会,'現代／社会学,'　,'　　　,'社会学　　,'1,'23
'3532,'27,'03,'0,'0,'105,'中京大　　　　,'現代社会,'現代／コミュ,'　,'　　　,'心理学　　,'1,'23
'3532,'27,'04,'0,'0,'242,'中京大　　　　,'現代社会,'現代／社会福,'　,'　　　,'社会福祉学,'1,'23
'3532,'27,'05,'0,'0,'106,'中京大　　　　,'現代社会,'現代／国際文,'　,'　　　,'文化学　　,'1,'23
'3532,'34,'00,'0,'0,'151,'中京大　　　　,'国際　　,'　　　　　　,'　,'　　　,'英米語　　,'0,'23
'3532,'34,'01,'0,'0,'104,'中京大　　　　,'国際　　,'国際／国際人,'　,'　　　,'哲学倫理宗,'1,'23
'3532,'34,'02,'0,'0,'151,'中京大　　　　,'国際　　,'国際／国際関,'　,'　　　,'英米語　　,'1,'23
'3532,'34,'03,'0,'0,'151,'中京大　　　　,'国際　　,'国際／ビジネ,'　,'　　　,'英米語　　,'1,'23
'3532,'34,'04,'0,'0,'106,'中京大　　　　,'国際　　,'言語／言語文,'　,'　　　,'文化学　　,'1,'23
'3532,'34,'05,'0,'0,'102,'中京大　　　　,'国際　　,'言語／英米学,'　,'　　　,'外国文学　,'1,'23
'3532,'46,'00,'0,'0,'553,'中京大　　　　,'工　　　,'　　　　　　,'　,'　　　,'情報工学　,'0,'23
'3532,'46,'01,'0,'0,'551,'中京大　　　　,'工　　　,'機械シス工　,'　,'　　　,'機械工学　,'1,'23
'3532,'46,'02,'0,'0,'552,'中京大　　　　,'工　　　,'電気電子工　,'　,'　　　,'電気・電子,'1,'23
'3532,'46,'03,'0,'0,'553,'中京大　　　　,'工　　　,'情報工　　　,'　,'　　　,'情報工学　,'1,'23
'3532,'46,'04,'0,'0,'455,'中京大　　　　,'工　　　,'メディア工　,'　,'　　　,'映像　　　,'1,'23
'3532,'65,'00,'0,'0,'654,'中京大　　　　,'スポーツ,'　　　　　　,'　,'　　　,'体育・健康,'0,'23
'3532,'65,'01,'0,'0,'654,'中京大　　　　,'スポーツ,'スポーツ健康,'　,'　　　,'体育・健康,'1,'23
'3532,'65,'02,'0,'0,'654,'中京大　　　　,'スポーツ,'競技スポーツ,'　,'　　　,'体育・健康,'1,'23
'3532,'65,'03,'0,'0,'311,'中京大　　　　,'スポーツ,'スポーツ教育,'　,'　　　,'中高－体育,'1,'23
'3532,'65,'04,'0,'0,'654,'中京大　　　　,'スポーツ,'トレーナー　,'　,'　　　,'体育・健康,'1,'23
'3532,'65,'05,'0,'0,'222,'中京大　　　　,'スポーツ,'スポーツマネ,'　,'　　　,'経営学・商,'1,'23
'3533,'64,'00,'0,'0,'311,'至学館大　　　,'健康科学,'　　　　　　,'　,'　　　,'中高－体育,'0,'23
'3533,'64,'01,'0,'0,'402,'至学館大　　　,'健康科学,'栄養科学　　,'　,'　　　,'食物・栄養,'1,'23
'3533,'64,'02,'0,'0,'654,'至学館大　　　,'健康科学,'健康スポーツ,'　,'　　　,'体育・健康,'1,'23
'3533,'64,'03,'0,'0,'301,'至学館大　　　,'健康科学,'こども健康教,'　,'　　　,'小学校　　,'1,'23
'3533,'64,'04,'0,'0,'311,'至学館大　　　,'健康科学,'体育科学　　,'　,'　　　,'中高－体育,'1,'23
'3534,'02,'00,'0,'0,'106,'中部大　　　　,'人文　　,'　　　　　　,'　,'　　　,'文化学　　,'0,'23
'3534,'02,'01,'0,'0,'106,'中部大　　　　,'人文　　,'日本語日本文,'　,'　　　,'文化学　　,'1,'23
'3534,'02,'02,'0,'0,'106,'中部大　　　　,'人文　　,'英語英米文化,'　,'　　　,'文化学　　,'1,'23
'3534,'02,'03,'0,'0,'244,'中部大　　　　,'人文　　,'メディア情報,'　,'　　　,'マスコミ　,'1,'23
'3534,'02,'04,'0,'0,'105,'中部大　　　　,'人文　　,'心理　　　　,'　,'　　　,'心理学　　,'1,'23
'3534,'02,'05,'0,'0,'103,'中部大　　　　,'人文　　,'歴史地理　　,'　,'　　　,'地理学　　,'1,'23
'3534,'21,'00,'0,'0,'222,'中部大　　　　,'経営情報,'　　　　　　,'　,'　　　,'経営学・商,'0,'23
'3534,'21,'04,'0,'0,'222,'中部大　　　　,'経営情報,'経営総合　　,'　,'　　　,'経営学・商,'1,'23
'3534,'31,'00,'0,'0,'301,'中部大　　　　,'現代教育,'　　　　　　,'　,'　　　,'小学校　　,'0,'23
'3534,'31,'01,'0,'0,'312,'中部大　　　　,'現代教育,'幼児教育　　,'　,'　　　,'幼稚園　　,'1,'23
'3534,'31,'03,'0,'0,'301,'中部大　　　　,'現代教育,'現代／現代教,'　,'　　　,'小学校　　,'1,'23
'3534,'31,'04,'0,'0,'302,'中部大　　　　,'現代教育,'現代／中等教,'　,'　　　,'中高－国語,'1,'23
'3534,'33,'00,'0,'0,'261,'中部大　　　　,'国際関係,'　　　　　　,'　,'　　　,'国際関係学,'0,'23
'3534,'33,'08,'0,'0,'261,'中部大　　　　,'国際関係,'国際　　　　,'　,'　　　,'国際関係学,'1,'23
'3534,'46,'00,'0,'0,'553,'中部大　　　　,'工　　　,'　　　　　　,'　,'　　　,'情報工学　,'0,'23
'3534,'46,'01,'0,'0,'551,'中部大　　　　,'工　　　,'機械工　　　,'　,'　　　,'機械工学　,'1,'23
'3534,'46,'02,'0,'0,'554,'中部大　　　　,'工　　　,'建築　　　　,'　,'　　　,'建築・土木,'1,'23
'3534,'46,'03,'0,'0,'555,'中部大　　　　,'工　　　,'応用化　　　,'　,'　　　,'応用化学　,'1,'23
'3534,'46,'07,'0,'0,'554,'中部大　　　　,'工　　　,'都市建設工　,'　,'　　　,'建築・土木,'1,'23
'3534,'46,'08,'0,'0,'553,'中部大　　　　,'工　　　,'情報工　　　,'　,'　　　,'情報工学　,'1,'23
'3534,'46,'10,'0,'0,'552,'中部大　　　　,'工　　　,'電気電子シス,'　,'　　　,'電気・電子,'1,'23
'3534,'47,'00,'0,'0,'502,'中部大　　　　,'理工　　,'　　　　　　,'　,'　　　,'物理学　　,'0,'23
'3534,'47,'01,'0,'0,'502,'中部大　　　　,'理工　　,'数理・物理サ,'　,'　　　,'物理学　　,'1,'23
'3534,'47,'02,'0,'0,'551,'中部大　　　　,'理工　　,'ＡＩロボティ,'　,'　　　,'機械工学　,'1,'23
'3534,'47,'03,'0,'0,'561,'中部大　　　　,'理工　　,'宇宙航空　　,'　,'　　　,'航空・宇宙,'1,'23
'3534,'64,'00,'0,'0,'652,'中部大　　　　,'生命健康,'　　　　　　,'　,'　　　,'医療技術　,'0,'23
'3534,'64,'01,'0,'0,'564,'中部大　　　　,'生命健康,'生命医科学　,'　,'　　　,'生物工学　,'1,'23
'3534,'64,'02,'0,'0,'651,'中部大　　　　,'生命健康,'保健看護　　,'　,'　　　,'看護　　　,'1,'23
'3534,'64,'03,'0,'0,'655,'中部大　　　　,'生命健康,'理学療法　　,'　,'　　　,'理学療法　,'1,'23
'3534,'64,'04,'0,'0,'656,'中部大　　　　,'生命健康,'作業療法　　,'　,'　　　,'作業療法　,'1,'23
'3534,'64,'05,'0,'0,'652,'中部大　　　　,'生命健康,'臨床工　　　,'　,'　　　,'医療技術　,'1,'23
'3534,'64,'06,'0,'0,'652,'中部大　　　　,'生命健康,'スポーツ保健,'　,'　　　,'医療技術　,'1,'23
'3534,'74,'00,'0,'0,'703,'中部大　　　　,'応用生物,'　　　　　　,'　,'　　　,'農芸化学　,'0,'23
'3534,'74,'01,'0,'0,'564,'中部大　　　　,'応用生物,'応用生物化　,'　,'　　　,'生物工学　,'1,'23
'3534,'74,'02,'0,'0,'504,'中部大　　　　,'応用生物,'環境生物科学,'　,'　　　,'生物学　　,'1,'23
'3534,'74,'04,'0,'0,'703,'中部大　　　　,'応用生物,'食品／食品栄,'　,'　　　,'農芸化学　,'1,'23
'3534,'74,'05,'0,'0,'402,'中部大　　　　,'応用生物,'食品／管理栄,'　,'　　　,'食物・栄養,'1,'23
'3535,'02,'00,'0,'0,'101,'東海学園大　　,'人文　　,'　　　　　　,'　,'　　　,'日本文学　,'0,'23
'3535,'02,'01,'0,'0,'101,'東海学園大　　,'人文　　,'人文　　　　,'　,'　　　,'日本文学　,'1,'23
'3535,'03,'00,'0,'0,'105,'東海学園大　　,'心理　　,'　　　　　　,'　,'　　　,'心理学　　,'0,'23
'3535,'03,'01,'0,'0,'105,'東海学園大　　,'心理　　,'心理　　　　,'　,'　　　,'心理学　　,'1,'23
'3535,'19,'00,'0,'0,'201,'東海学園大　　,'経営　　,'　　　　　　,'　,'　　　,'法学　　　,'0,'23
'3535,'19,'01,'0,'0,'201,'東海学園大　　,'経営　　,'経営　　　　,'　,'　　　,'法学　　　,'1,'23
'3535,'30,'00,'0,'0,'316,'東海学園大　　,'教育　　,'　　　　　　,'　,'　　　,'０免課程　,'0,'23
'3535,'30,'01,'0,'0,'301,'東海学園大　　,'教育　　,'教育／学校教,'　,'　　　,'小学校　　,'1,'23
'3535,'30,'02,'0,'0,'312,'東海学園大　　,'教育　　,'教育／保育　,'　,'　　　,'幼稚園　　,'1,'23
'3535,'30,'03,'0,'0,'314,'東海学園大　　,'教育　　,'教育／養護教,'　,'　　　,'養護　　　,'1,'23
'3535,'65,'00,'0,'0,'402,'東海学園大　　,'健康栄養,'　　　　　　,'　,'　　　,'食物・栄養,'0,'23
'3535,'65,'02,'0,'0,'402,'東海学園大　　,'健康栄養,'健康／管理栄,'　,'　　　,'食物・栄養,'1,'23
'3535,'65,'03,'0,'0,'402,'東海学園大　　,'健康栄養,'健康／食品開,'　,'　　　,'食物・栄養,'1,'23
'3535,'66,'00,'0,'0,'311,'東海学園大　　,'スポーツ,'　　　　　　,'　,'　　　,'中高－体育,'0,'23
'3535,'66,'01,'0,'0,'311,'東海学園大　　,'スポーツ,'スポーツ健康,'　,'　　　,'中高－体育,'1,'23
'3536,'01,'00,'0,'0,'101,'同朋大　　　　,'文　　　,'　　　　　　,'　,'　　　,'日本文学　,'0,'23
'3536,'01,'01,'0,'0,'101,'同朋大　　　　,'文　　　,'人文　　　　,'　,'　　　,'日本文学　,'1,'23
'3536,'01,'02,'0,'0,'104,'同朋大　　　　,'文　　　,'仏教　　　　,'　,'　　　,'哲学倫理宗,'1,'23
'3536,'26,'00,'0,'0,'105,'同朋大　　　　,'社会福祉,'　　　　　　,'　,'　　　,'心理学　　,'0,'23
'3536,'26,'02,'0,'0,'242,'同朋大　　　　,'社会福祉,'社会／社会福,'　,'　　　,'社会福祉学,'1,'23
'3536,'26,'03,'0,'0,'105,'同朋大　　　　,'社会福祉,'社会／子ども,'　,'　　　,'心理学　　,'1,'23
